"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","rune","rune_set","hex","correct","choice","rt","accuracy","outcome","keys","total_keys","age","subject","participantId","block","practice","view_history"
"pit-trial","10","54313","0.0-2.0-0.1-3.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","+10","[]","0","999","999","999","0","1",""
"pit-trial","11","61477","0.0-2.0-0.1-4.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","12","67574","0.0-2.0-0.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","13","73853","0.0-2.0-0.2-1.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","14","78712","0.0-2.0-0.2-2.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","15","83568","0.0-2.0-0.2-3.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","+10","[]","0","999","999","999","0","1",""
"pit-trial","16","89575","0.0-2.0-0.2-4.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","17","95877","0.0-2.0-0.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","18","103400","0.0-2.0-0.3-1.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","19","110511","0.0-2.0-0.3-2.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","20","116574","0.0-2.0-0.3-3.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","+10","[]","0","999","999","999","0","1",""
"pit-trial","21","122576","0.0-2.0-0.3-4.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","22","129261","0.0-2.0-0.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","23","136311","0.0-2.0-0.4-1.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","24","141577","0.0-2.0-0.4-2.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","25","146436","0.0-2.0-0.4-3.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","+10","[]","0","999","999","999","0","1",""
"pit-trial","26","151294","0.0-2.0-0.4-4.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-instructions","27","168895","0.0-2.0-0.4-5.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","","","","","","17597.799999952316","","","","","","","","","","[{""page_index"":0,""viewing_time"":5439.699999988079},{""page_index"":1,""viewing_time"":5418.800000011921},{""page_index"":2,""viewing_time"":6738.899999976158}]"
"pit-trial","28","173753","0.0-2.0-0.5-0.5","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","29","178611","0.0-2.0-0.5-1.5","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","30","183469","0.0-2.0-0.5-2.5","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
"pit-trial","31","188483","0.0-2.0-0.5-3.5","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
","""event"",""trial"",""time""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","+10","[]","0","999","999","999","0","1",""
"pit-trial","32","194242","0.0-2.0-0.5-4.5","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
""blur"",""2"",""6473""
""focus"",""27"",""156644""
""blur"",""33"",""273657""
""fullscreenexit"",""33"",""273664""
","""event"",""trial"",""time""
""blur"",""2"",""6473""
""blur"",""33"",""273657""
","""event"",""trial"",""time""
""focus"",""27"",""156644""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1651""
","""event"",""trial"",""time""
""fullscreenexit"",""33"",""273664""
","","&#9776;","elianto","#3366ff99"," ","-1","-1","0","0","[]","0","999","999","999","0","1",""
