"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors"
"pit-trial","29","126178","0.0-2.0-11.0-0.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","30","131036","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","31","135900","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","32","140760","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","33","145616","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","34","145618","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","35","154874","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":9075.39999999851},{""page_index"":1,""viewing_time"":179.60000000149012}]","9255.599999997765","","","","","","","","","","","","","","","",""
"pit-trial","36","157903","0.0-2.0-14.0-0.0","battery-v0.2","","","170.80000000074506","&#9789;","elianto","#f73b6a7A","32","32","1","0","1023.6000000014901","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","37","160857","0.0-2.0-14.0-1.0","battery-v0.2","","","98.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","344.6000000014901,950","2","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","38","164011","0.0-2.0-14.0-2.0","battery-v0.2","","","297.69999999925494","&#9789;","elianto","#f73b6a7A","32","32","1","0","1148.5999999977648","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","39","168875","0.0-2.0-14.0-3.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","3149.099999997765","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","40","171900","0.0-2.0-14.0-4.0","battery-v0.2","","","170.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","1020.6000000014901","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","41","175230","0.0-2.0-14.1-0.1","battery-v0.2","","","470.3999999985099","&#9789;","elianto","#f73b6a7A","32","32","1","0","1320.699999999255","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","42","178475","0.0-2.0-14.1-1.1","battery-v0.2","","","389.80000000074506","&#9789;","elianto","#f73b6a7A","32","32","1","0","849.8000000007451,1239.8999999985099","2","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","43","181435","0.0-2.0-14.1-2.1","battery-v0.2","","","101.30000000074506","&#9789;","elianto","#f73b6a7A","32","32","1","0","951.5999999977648","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","44","184325","0.0-2.0-14.1-3.1","battery-v0.2","","","30.5","&#9789;","elianto","#f73b6a7A","32","32","1","-10","880.5999999977648","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","45","187290","0.0-2.0-14.1-4.1","battery-v0.2","","","104.80000000074506","&#9789;","elianto","#f73b6a7A","32","32","1","0","956.7999999970198","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","46","187293","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","47","201753","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":11677.60000000149},{""page_index"":1,""viewing_time"":1697.1000000014901},{""page_index"":2,""viewing_time"":206.09999999776483},{""page_index"":3,""viewing_time"":422.4000000022352},{""page_index"":4,""viewing_time"":455.19999999925494}]","14459.20000000298","","","","","","","","","","","","","","","",""
"pit-comprehension","48","289131","0.0-2.0-17.0-0.0","battery-v0.2","","","87372.30000000075","","","","","","","","","","","","","","","SPACE","0"
"pit-instructions","49","290050","0.0-2.0-17.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":899}]","899.6999999992549","","","","","","","","","","","","","","","",""
"pit-comprehension","50","293184","0.0-2.0-18.0-0.0","battery-v0.2","","","3130","","","","","","","","","","","","","","","10","0"
"pit-instructions","51","294399","0.0-2.0-18.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1194.8999999985099}]","1195.699999999255","","","","","","","","","","","","","","","",""
"pit-comprehension","52","298751","0.0-2.0-19.0-0.0","battery-v0.2","","","4347.89999999851","","","","","","","","","","","","","","","0","0"
"pit-instructions","53","299712","0.0-2.0-19.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":941.4000000022352}]","942","","","","","","","","","","","","","","","",""
"pit-comprehension","54","321920","0.0-2.0-20.0-0.0","battery-v0.2","","","22203.20000000298","","","","","","","","","","","","","","","False","1"
"pit-instructions","55","336323","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":14383.5}]","14384.10000000149","","","","","","","","","","","","","","","",""
"pit-instructions","56","336930","0.0-2.0-20.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":603.8000000007451}]","604.3000000007451","","","","","","","","","","","","","","","",""
"pit-comprehension","57","387729","0.0-2.0-20.1-0.1","battery-v0.2","","","50795.599999997765","","","","","","","","","","","","","","","True","0"
"pit-instructions","58","388694","0.0-2.0-20.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":943.8000000007451}]","944.4000000022352","","","","","","","","","","","","","","","",""
"pit-comprehension","59","393020","0.0-2.0-21.0-0.0","battery-v0.2","","","4322.900000002235","","","","","","","","","","","","","","","True","0"
"pit-instructions","60","393996","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":955.5}]","956.0999999977648","","","","","","","","","","","","","","","",""
"pit-comprehension","61","397777","0.0-2.0-22.0-0.0","battery-v0.2","","","3776.900000002235","","","","","","","","","","","","","","","True","0"
"pit-instructions","62","398704","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":907.7000000029802}]","908.3000000007451","","","","","","","","","","","","","","","",""
"pit-comprehension","63","407171","0.0-2.0-23.0-0.0","battery-v0.2","","","8475","","","","","","","","","","","","","","","True","0"
"pit-instructions","64","410353","0.0-2.0-23.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3163.599999997765}]","3164","","","","","","","","","","","","","","","",""
